source,RL,bin,num_sentences,mean_rate,pct,num_sentences_no_tanw,mean_rate_no_tanw,pct_no_tanw
ANERCorp,15.0,3/5,0,0.0,0.0,0,0.0,0.0
ANERCorp,15.0,4/5,0,0.0,0.0,0,0.0,0.0
ANERCorp,15.0,5/5,0,0.0,0.0,0,0.0,0.0
ANERCorp,16.0,0,3,0.0,60.0,3,0.0,60.0
ANERCorp,16.0,1/5,2,0.0486,40.0,2,0.0431,40.0
ANERCorp,16.0,2/5,0,0.0,0.0,0,0.0,0.0
ANERCorp,16.0,3/5,0,0.0,0.0,0,0.0,0.0
ANERCorp,16.0,4/5,0,0.0,0.0,0,0.0,0.0
ANERCorp,16.0,5/5,0,0.0,0.0,0,0.0,0.0
APCD,1.0,0,7,0.0,50.0,9,0.0,64.29
APCD,1.0,1/5,2,0.2,14.29,2,0.2,14.29
APCD,1.0,2/5,3,0.3175,21.43,3,0.3175,21.43
APCD,1.0,3/5,0,0.0,0.0,0,0.0,0.0
APCD,1.0,4/5,2,0.6667,14.29,0,0.0,0.0
APCD,1.0,5/5,0,0.0,0.0,0,0.0,0.0
APCD,2.0,0,3,0.0,33.33,6,0.0,66.67
APCD,2.0,1/5,2,0.1333,22.22,0,0.0,0.0
APCD,2.0,2/5,4,0.2708,44.44,3,0.2778,33.33
APCD,2.0,3/5,0,0.0,0.0,0,0.0,0.0
APCD,2.0,4/5,0,0.0,0.0,0,0.0,0.0
APCD,2.0,5/5,0,0.0,0.0,0,0.0,0.0
APCD,3.0,0,26,0.0,41.27,31,0.0,49.21
APCD,3.0,1/5,20,0.1286,31.75,18,0.1247,28.57
APCD,3.0,2/5,6,0.2592,9.52,4,0.2769,6.35
APCD,3.0,3/5,8,0.5414,12.7,7,0.5075,11.11
APCD,3.0,4/5,3,0.7508,4.76,3,0.7032,4.76
APCD,3.0,5/5,0,0.0,0.0,0,0.0,0.0
APCD,4.0,0,12,0.0,40.0,15,0.0,50.0
APCD,4.0,1/5,9,0.1399,30.0,8,0.1597,26.67
APCD,4.0,2/5,6,0.3051,20.0,5,0.3183,16.67
APCD,4.0,3/5,1,0.5,3.33,1,0.5333,3.33
APCD,4.0,4/5,2,0.7595,6.67,1,0.6429,3.33
APCD,4.0,5/5,0,0.0,0.0,0,0.0,0.0
APCD,5.0,0,27,0.0,32.14,28,0.0,33.33
APCD,5.0,1/5,29,0.1457,34.52,31,0.144,36.9
APCD,5.0,2/5,15,0.2859,17.86,15,0.3052,17.86
APCD,5.0,3/5,13,0.4913,15.48,10,0.4851,11.9
APCD,5.0,4/5,0,0.0,0.0,0,0.0,0.0
APCD,5.0,5/5,0,0.0,0.0,0,0.0,0.0
APCD,6.0,0,19,0.0,27.54,19,0.0,27.54
APCD,6.0,1/5,30,0.1307,43.48,32,0.1284,46.38
APCD,6.0,2/5,10,0.2565,14.49,10,0.273,14.49
APCD,6.0,3/5,8,0.4699,11.59,7,0.4849,10.14
APCD,6.0,4/5,2,0.697,2.9,1,0.6364,1.45
APCD,6.0,5/5,0,0.0,0.0,0,0.0,0.0
APCD,7.0,0,116,0.0,35.37,136,0.0,41.46
APCD,7.0,1/5,131,0.1123,39.94,117,0.1113,35.67
APCD,7.0,2/5,45,0.2844,13.72,42,0.2909,12.8
APCD,7.0,3/5,29,0.496,8.84,27,0.4826,8.23
APCD,7.0,4/5,7,0.6663,2.13,6,0.6525,1.83
APCD,7.0,5/5,0,0.0,0.0,0,0.0,0.0
APCD,8.0,0,343,0.0,32.73,404,0.0,38.55
APCD,8.0,1/5,361,0.1033,34.45,328,0.1058,31.3
APCD,8.0,2/5,163,0.2964,15.55,147,0.3006,14.03
APCD,8.0,3/5,142,0.5025,13.55,142,0.4899,13.55
APCD,8.0,4/5,39,0.6579,3.72,27,0.6471,2.58
APCD,8.0,5/5,0,0.0,0.0,0,0.0,0.0
APCD,9.0,0,106,0.0,39.7,126,0.0,47.19
APCD,9.0,1/5,82,0.0947,30.71,69,0.1042,25.84
APCD,9.0,2/5,39,0.2989,14.61,34,0.3094,12.73
APCD,9.0,3/5,32,0.4865,11.99,31,0.4773,11.61
APCD,9.0,4/5,5,0.6963,1.87,6,0.6905,2.25
APCD,9.0,5/5,3,0.8352,1.12,1,0.8235,0.37
APCD,10.0,0,934,0.0,32.7,1119,0.0,39.18
APCD,10.0,1/5,852,0.088,29.83,715,0.0927,25.04
APCD,10.0,2/5,408,0.298,14.29,409,0.3007,14.32
APCD,10.0,3/5,535,0.5014,18.73,531,0.4967,18.59
APCD,10.0,4/5,125,0.6591,4.38,80,0.6554,2.8
APCD,10.0,5/5,2,0.8806,0.07,2,0.8528,0.07
APCD,11.0,0,28,0.0,38.89,29,0.0,40.28
APCD,11.0,1/5,17,0.1282,23.61,20,0.131,27.78
APCD,11.0,2/5,18,0.2769,25.0,14,0.2729,19.44
APCD,11.0,3/5,8,0.4615,11.11,9,0.461,12.5
APCD,11.0,4/5,1,0.6275,1.39,0,0.0,0.0
APCD,11.0,5/5,0,0.0,0.0,0,0.0,0.0
APCD,12.0,0,1474,0.0,32.46,1801,0.0,39.66
APCD,12.0,1/5,1340,0.0808,29.51,1101,0.0875,24.25
APCD,12.0,2/5,650,0.2976,14.31,668,0.3018,14.71
APCD,12.0,3/5,867,0.5,19.09,848,0.4934,18.67
APCD,12.0,4/5,199,0.6641,4.38,118,0.6713,2.6
APCD,12.0,5/5,11,0.8575,0.24,5,0.8353,0.11
APCD,13.0,0,1278,0.0,31.39,1599,0.0,39.27
APCD,13.0,1/5,1164,0.0797,28.59,933,0.0932,22.91
APCD,13.0,2/5,608,0.2905,14.93,585,0.2971,14.37
APCD,13.0,3/5,845,0.4968,20.75,833,0.4894,20.46
APCD,13.0,4/5,177,0.6634,4.35,122,0.6563,3.0
APCD,13.0,5/5,0,0.0,0.0,0,0.0,0.0
APCD,14.0,0,144,0.0,37.02,161,0.0,41.39
APCD,14.0,1/5,127,0.0871,32.65,114,0.0899,29.31
APCD,14.0,2/5,41,0.2931,10.54,43,0.3027,11.05
APCD,14.0,3/5,59,0.5001,15.17,56,0.4943,14.4
APCD,14.0,4/5,16,0.6708,4.11,14,0.6717,3.6
APCD,14.0,5/5,2,0.8213,0.51,1,0.814,0.26
APCD,15.0,0,4489,0.0,30.08,5699,0.0,38.19
APCD,15.0,1/5,4208,0.0746,28.2,3299,0.0858,22.11
APCD,15.0,2/5,2239,0.3004,15.0,2281,0.3059,15.29
APCD,15.0,3/5,3384,0.4996,22.68,3281,0.4892,21.99
APCD,15.0,4/5,582,0.6613,3.9,352,0.6609,2.36
APCD,15.0,5/5,20,0.839,0.13,10,0.8265,0.07
APCD,16.0,0,2,0.0,20.0,2,0.0,20.0
APCD,16.0,1/5,6,0.0936,60.0,6,0.0848,60.0
APCD,16.0,2/5,1,0.2927,10.0,1,0.2683,10.0
APCD,16.0,3/5,1,0.5714,10.0,1,0.5238,10.0
APCD,16.0,4/5,0,0.0,0.0,0,0.0,0.0
APCD,16.0,5/5,0,0.0,0.0,0,0.0,0.0
APCD,17.0,0,1093,0.0,26.3,1400,0.0,33.69
APCD,17.0,1/5,982,0.0748,23.63,741,0.0877,17.83
APCD,17.0,2/5,567,0.3044,13.64,629,0.3094,15.13
APCD,17.0,3/5,1241,0.503,29.86,1266,0.4892,30.46
APCD,17.0,4/5,266,0.653,6.4,119,0.6549,2.86
APCD,17.0,5/5,7,0.8329,0.17,1,0.8462,0.02
APCD,19.0,0,35,0.0,24.14,38,0.0,26.21
APCD,19.0,1/5,20,0.0741,13.79,17,0.0692,11.72
APCD,19.0,2/5,11,0.3283,7.59,14,0.3229,9.66
APCD,19.0,3/5,62,0.5159,42.76,70,0.4884,48.28
APCD,19.0,4/5,17,0.6542,11.72,6,0.6622,4.14
APCD,19.0,5/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,1.0,0,341,0.0,99.71,341,0.0,99.71
Akhbarona,1.0,1/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,1.0,2/5,1,0.25,0.29,1,0.25,0.29
Akhbarona,1.0,3/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,1.0,4/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,1.0,5/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,2.0,0,34,0.0,100.0,34,0.0,100.0
Akhbarona,2.0,1/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,2.0,2/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,2.0,3/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,2.0,4/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,2.0,5/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,3.0,0,306,0.0,98.39,306,0.0,98.39
Akhbarona,3.0,1/5,4,0.1227,1.29,4,0.1227,1.29
Akhbarona,3.0,2/5,1,0.4,0.32,1,0.4,0.32
Akhbarona,3.0,3/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,3.0,4/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,3.0,5/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,4.0,0,32,0.0,100.0,32,0.0,100.0
Akhbarona,4.0,1/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,4.0,2/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,4.0,3/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,4.0,4/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,4.0,5/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,5.0,0,268,0.0,97.81,269,0.0,98.18
Akhbarona,5.0,1/5,6,0.0669,2.19,5,0.0603,1.82
Akhbarona,5.0,2/5,0,0.0,0.0,0,0.0,0.0
Akhbarona,5.0,3/5,0,0.0,0.0,0,0.0,0.0
